dc_bus,model,max_replicas,max_gpus,hosting_capacity_kw,hosting_capacity_MW,search_iterations,tap_reg1_20pct,tap_reg2_20pct,tap_reg3_20pct,tap_reg1_40pct,tap_reg2_40pct,tap_reg3_40pct,tap_reg1_60pct,tap_reg2_60pct,tap_reg3_60pct,tap_reg1_80pct,tap_reg2_80pct,tap_reg3_80pct,tap_reg1_100pct,tap_reg2_100pct,tap_reg3_100pct
632,Llama-3.1-8B,7138,7138,9993.2,9.9932,12,14,6,15,14,6,15,14,6,15,15,7,16,16,8,16
632,Llama-3.1-70B,1781,7124,9973.6,9.973600000000001,10,14,6,15,14,6,15,14,6,15,14,6,15,15,7,15
632,Llama-3.1-405B,888,7104,9945.6,9.9456,9,14,6,15,14,6,15,14,6,15,14,6,15,15,8,16
632,Qwen3-30B-A3B,3567,7134,9987.6,9.9876,11,14,6,15,14,6,15,14,6,15,14,6,15,14,7,15
632,Qwen3-235B-A22B,888,7104,9945.6,9.9456,9,14,6,15,14,6,15,14,6,15,14,6,15,14,7,15
633,Llama-3.1-8B,5436,5436,7610.4,7.610399999999999,12,14,6,15,14,8,15,14,9,15,15,10,16,16,11,16
633,Llama-3.1-70B,1492,5968,8355.2,8.3552,10,14,6,15,14,7,15,14,9,15,15,10,16,16,11,16
633,Llama-3.1-405B,725,5800,8120.0,8.12,9,14,6,15,14,7,15,14,8,15,15,10,16,16,11,16
633,Qwen3-30B-A3B,3204,6408,8971.2,8.971200000000001,11,14,6,15,14,7,15,14,8,15,15,10,16,16,11,16
633,Qwen3-235B-A22B,801,6408,8971.2,8.971200000000001,9,14,6,15,14,7,15,14,8,15,15,10,16,16,11,16
670,Llama-3.1-8B,5380,5380,7532.0,7.532,12,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
670,Llama-3.1-70B,1478,5912,8276.8,8.2768,10,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
670,Llama-3.1-405B,721,5768,8075.2,8.0752,9,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
670,Qwen3-30B-A3B,3176,6352,8892.8,8.8928,11,14,6,15,14,6,15,14,6,15,16,6,16,16,7,16
670,Qwen3-235B-A22B,797,6376,8926.4,8.9264,9,14,6,15,14,6,15,14,6,15,16,6,16,16,7,16
671,Llama-3.1-8B,3520,3520,4928.0,4.928,12,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
671,Llama-3.1-70B,964,3856,5398.4,5.3984,10,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
671,Llama-3.1-405B,468,3744,5241.6,5.2416,9,14,6,15,14,6,15,14,6,15,14,6,16,16,6,16
671,Qwen3-30B-A3B,2075,4150,5810.0,5.81,11,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
671,Qwen3-235B-A22B,517,4136,5790.4,5.7904,9,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
675,Llama-3.1-8B,3238,3238,4533.2,4.5332,12,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
675,Llama-3.1-70B,888,3552,4972.8,4.9728,10,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
675,Llama-3.1-405B,434,3472,4860.8,4.8608,9,14,6,15,14,6,15,14,6,15,16,6,16,16,7,16
675,Qwen3-30B-A3B,1905,3810,5334.0,5.334,11,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
675,Qwen3-235B-A22B,475,3800,5320.0,5.32,9,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
680,Llama-3.1-8B,3067,3067,4293.8,4.2938,12,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
680,Llama-3.1-70B,839,3356,4698.4,4.6983999999999995,10,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
680,Llama-3.1-405B,409,3272,4580.8,4.5808,9,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
680,Qwen3-30B-A3B,1808,3616,5062.4,5.062399999999999,11,14,6,15,14,6,15,14,6,15,15,6,16,16,7,16
680,Qwen3-235B-A22B,451,3608,5051.2,5.0512,9,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
692,Llama-3.1-8B,3520,3520,4928.0,4.928,12,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
692,Llama-3.1-70B,964,3856,5398.4,5.3984,10,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
692,Llama-3.1-405B,468,3744,5241.6,5.2416,9,14,6,15,14,6,15,14,6,15,14,6,16,16,6,16
692,Qwen3-30B-A3B,2075,4150,5810.0,5.81,11,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
692,Qwen3-235B-A22B,517,4136,5790.4,5.7904,9,14,6,15,14,6,15,14,6,15,15,6,16,16,6,16
