bus_z1_sw,bus_z2_nw,bus_z3_se,bus_z4_ne,violation_time_s,integral_violation_pu_s,worst_vmin,worst_vmax,wall_time_s
7,30,57,105,319.69999999970923,1.6063460030230912,0.9463616508579542,1.0519687703835727,26.919780099997297
7,30,56,105,701.3999999993621,2.6974524431280624,0.9472469738019248,1.0550976876842573,26.778506800001196
7,30,55,105,710.299999999354,2.825879931573658,0.9470644988051509,1.0551873452415028,26.77895290000015
7,30,54,105,723.5999999993419,2.9764675343157547,0.9467649876260257,1.0552823936434574,26.609195199998794
7,30,53,105,899.4999999991819,6.105011455330957,0.9473836903333264,1.0567523682234816,27.588851499996963
7,30,52,105,1052.3999999990428,14.951632054354162,0.9496284359281376,1.0591264586316753,26.79902939999738
7,30,60,105,2546.299999997684,43.102153229625905,0.9403692500438875,1.049154233383939,26.775270400001318
7,30,67,105,2631.3999999976068,54.7274479991343,0.9390936220163778,1.049100163334763,28.10049359999539
7,30,72,105,2648.599999997591,58.347906582954984,0.9388871576636361,1.0490645538163843,27.2653610999987
7,30,76,105,2660.99999999758,61.32166754959809,0.9387200453545228,1.0490360509990362,26.893502200000512
7,30,77,105,2674.2999999975677,63.906428162299946,0.9385723662165358,1.0490039549001782,26.87517509999452
7,30,78,105,2678.6999999975637,64.61934838719644,0.9385321870366412,1.048997683079071,27.640080500001204
7,30,79,105,2683.799999997559,66.05098075745894,0.9384521696895428,1.0489874656570688,27.706240899999102
7,30,80,105,2688.199999997555,67.27174798298847,0.9383807655234653,1.0489695860270574,27.78474749999441
7,30,86,105,2690.9999999975525,68.06048805059265,0.9383422340389346,1.0489709736806254,26.361672299994098
7,30,81,105,2692.0999999975515,68.3614236877302,0.9383192852533302,1.0489615274447976,26.648648700000194
7,30,82,105,2699.099999997545,70.27463054356417,0.9382123695024313,1.048948725140538,27.1836792000031
7,30,87,105,2704.1999999975405,71.46731527204042,0.9381518186354832,1.04893351191383,26.766352099999494
7,30,83,105,2704.4999999975403,71.5195120251106,0.9381415015861728,1.0489346006290718,28.421954500001448
7,30,89,105,2711.599999997534,72.94783381921704,0.9380679435736368,1.0489123585715756,26.729793999998947
7,30,91,105,2717.799999997528,74.31670334497119,0.9379913936888662,1.0488986593282463,27.70383050000237
7,30,93,105,2726.1999999975205,75.94295335883598,0.9379017497139102,1.04888421733315,27.92550779999874
7,30,95,105,2732.299999997515,77.27514943945361,0.9378267829474481,1.0488630802669419,26.831942899996648
7,30,61,105,2790.2999999974622,50.412252881639205,0.9385372233812023,1.049142353930364,28.38460489999852
7,30,62,105,3063.099999997214,91.821860671943,0.9366093956700858,1.0491483201033913,26.432566499999666
7,30,63,105,3532.499999996787,123.11666391851867,0.9340278859026276,1.0491435701301994,27.085058800003026
7,30,64,105,3599.999999996726,173.64591545144373,0.9288724172921037,1.0490949658325306,27.86572139999771
7,30,65,105,3599.999999996726,210.8053241806312,0.9226659474933457,1.0496116520071885,26.324842900001386
7,30,66,105,3599.999999996726,230.66669715336909,0.9179377529443808,1.0499298142985352,26.996073900001647
