bus_z1_sw,bus_z2_nw,bus_z3_se,bus_z4_ne,violation_time_s,integral_violation_pu_s,worst_vmin,worst_vmax,wall_time_s
8,21,60,105,2820.0,81.42723743646738,0.9393069661521438,1.0489507218894742,0.11468600000080187
8,35,60,105,2820.0,81.70304666311364,0.9392709571503765,1.0489518138546905,0.11300089999713236
8,23,60,105,2820.0,81.81401564652627,0.9392849443053312,1.0489488858016567,0.11952709999604849
8,40,60,105,2820.0,82.11433576354509,0.9392416602313234,1.0489516959594283,0.08501550000073621
8,25,60,105,2820.0,82.42360910974247,0.9392570508653247,1.048946300838778,0.0944586999976309
8,42,60,105,2820.0,82.53034160428174,0.9392108328350428,1.048951234404156,0.1179372999977204
8,28,60,105,2820.0,82.78853147943951,0.939291548428238,1.048943549705855,0.1066835000019637
8,44,60,105,2820.0,82.83690267063652,0.9391881991271628,1.0489516280661069,0.10770389999379404
8,47,60,105,2820.0,83.02183609079563,0.9391688938332426,1.0489511430256069,0.13739239999995334
8,48,60,105,2820.0,83.0224365798416,0.9391617390176488,1.0489532414072904,0.11822690000553848
8,29,60,105,2820.0,83.17338321891137,0.9392744773658501,1.0489387548316602,0.11774650000006659
8,30,60,105,2820.0,83.45627358348294,0.9392616016439369,1.0489328355661989,0.11279199999989942
8,49,60,105,2820.0,83.6291337045096,0.9391904386893909,1.0489453590429239,0.09452880000026198
8,50,60,105,2820.0,84.1859270608147,0.9391642988410741,1.0489431711308141,0.09950140000000829
8,51,60,105,2820.0,84.71349751842556,0.9391359581978842,1.0489402397059184,0.09258419999969192
